date,consumption
,0.996
,0.811
,0.587
,0.53
,0.506
,0.486
,0.475
,0.494
,0.497
,0.51
,0.731
,0.785
,0.967
,1.067
,1.14
,1.211
,1.219
,1.218
,1.28
,1.285
,1.279
,1.26
,1.243
,1.173
,1.051
,0.807
,0.542
,0.493
,0.488
,0.478
,0.442
,0.433
,0.42
,0.411
,0.723
,0.778
,0.91
,0.936
,0.992
,1.005
,1.006
,0.98
,0.998
,0.968
,0.933
,0.932
,0.928
,0.895
,0.847
,0.683
,0.416
,0.35
,0.342
,0.336
,0.324
,0.324
,0.313
,0.342
,0.661
,0.749
,0.871
,0.918
,0.993
,1.048
,1.059
,1.04
,1.067
,1.054
,1.031
,0.996
,0.984
,0.972
,0.901
,0.704
,0.451
,0.381
,0.349
,0.329
,0.332
,0.349
,0.341
,0.34
,0.597
,0.664
,0.846
,0.958
,0.993
,1.04
,1.034
,1
,1.032
,1.011
,1.031
,1.027
,0.991
,0.942
,0.826
,0.67
,0.494
,0.45
,0.415
,0.393
,0.397
,0.399
,0.382
,0.466
,0.655
,0.752
,0.913
,0.981
,1.051
,1.04
,1.004
,1.011
,1.012
,0.999
,1
,0.983
,0.946
,0.929
,0.926
,0.793
,0.532
,0.446
,0.423
,0.396
,0.393
,0.402
,0.388
,0.381
,0.634
,0.735
,0.897
,0.958
,1.004
,1.028
,1.047
,1.019
,1.053
,1.061
,1.056
,1.013
,0.949
,0.943
,0.929
,0.772
,0.476
,0.435
,0.435
,0.395
,0.389
,0.382
,0.367
,0.429
,0.638
,0.73
,0.861
,0.914
,0.99
,1.025
,1.029
,1.009
,1.071
,1.037
,1.067
,1.073
,1.068
,1.041
,0.991
,0.793
,0.547
,0.432
,0.443
,0.445
,0.431
,0.425
,0.426
,0.427
,0.693
,0.771
,0.912
,0.998
,1.005
,1.049
,1.084
,1.051
,1.05
,1.038
,1.036
,1.027
,1.003
,1.003
,0.988
,0.775
,0.534
,0.464
,0.431
,0.419
,0.407
,0.402
,0.403
,0.463
,0.738
,0.779
,0.884
,0.971
,1.007
,1.029
,1.009
,1.034
,1
,1.007
,1.022
,1.005
,0.97
,0.96
,0.977
,0.756
,0.506
,0.428
,0.397
,0.387
,0.385
,0.393
,0.388
,0.412
,0.691
,0.729
,0.887
,0.986
,1.047
,1.071
,1.07
,1.069
,1.089
,1.077
,1.062
,1.062
,1.035
,0.997
,0.977
,0.754
,0.519
,0.45
,0.407
,0.395
,0.39
,0.361
,0.399
,0.461
,0.618
,0.72
,0.904
,1.03
,1.041
,1.039
,1.058
,1.049
,1.039
,1.021
,1.061
,1.009
,0.997
,0.991
,0.874
,0.696
,0.519
,0.437
,0.408
,0.407
,0.403
,0.4
,0.394
,0.443
,0.66
,0.765
,0.932
,0.643
,0.385
,1.101
,1.165
,1.119
,1.206
,1.155
,1.157
,1.139
,1.136
,1.023
,0.968
,0.745
,0.528
,0.441
,0.517
,0.509
,0.496
,0.466
,0.43
,0.435
,0.67
,0.774
,0.883
,0.939
,0.969
,0.927
,0.938
,0.97
,1.03
,1.084
,1.092
,1.096
,1.051
,1.023
,0.95
,0.743
,0.54
,0.467
,0.462
,0.461
,0.429
,0.443
,0.438
,0.49
,0.71
,0.768
,0.896
,0.984
,1
,1.03
,1.016
,1.025
,1.05
,1.008
,0.997
,0.978
,0.955
,0.933
,0.901
,0.722
,0.483
,0.433
,0.41
,0.393
,0.38
,0.374
,0.385
,0.439
,0.677
,0.745
,0.955
,1.012
,1.044
,1.041
,1.046
,1.035
,1.059
,1.022
,1.016
,1.062
,1.007
,0.977
,0.933
,0.73
,0.5
,0.417
,0.395
,0.384
,0.381
,0.373
,0.38
,0.428
,0.689
,0.772
,0.887
,1.007
,1.057
,1.086
,1.152
,1.129
,1.161
,1.162
,1.122
,1.061
,1.053
,0.985
,0.896
,0.703
,0.485
,0.409
,0.384
,0.368
,0.356
,0.36
,0.365
,0.426
,0.635
,0.721
,0.89
,0.967
,0.966
,1.063
,1.018
,1.036
,1.025
,0.99
,0.986
,0.954
,1.001
,0.924
,0.907
,0.711
,0.469
,0.379
,0.353
,0.345
,0.338
,0.335
,0.355
,0.409
,0.572
,0.665
,0.842
,0.961
,1.023
,1.017
,1.035
,1.022
,1.015
,1.021
,0.984
,0.967
,0.964
,0.885
,0.809
,0.67
,0.476
,0.403
,0.394
,0.418
,0.37
,0.389
,0.379
,0.392
,0.699
,0.774
,0.872
,0.937
,0.991
,1
,1
,0.985
,0.977
,0.989
,0.951
,0.96
,0.912
,0.874
,0.868
,0.714
,0.513
,0.458
,0.418
,0.44
,0.443
,0.435
,0.427
,0.56
,0.609
,0.656
,0.856
,0.954
,1.051
,1.096
,1.114
,1.121
,1.123
,1.108
,1.11
,1.128
,1.098
,1.023
,0.956
,0.753
,0.56
,0.489
,0.468
,0.467
,0.478
,0.461
,0.453
,0.515
,0.732
,0.769
,0.914
,0.951
,0.931
,0.923
,0.938
,0.995
,0.973
,1.005
,1
,0.987
,0.974
,0.952
,0.863
,0.727
,0.484
,0.392
,0.382
,0.387
,0.388
,0.376
,0.373
,0.436
,0.699
,0.725
,0.81
,0.895
,0.95
,1.01
,1.048
,1.041
,1.013
,0.978
,0.982
,0.985
,0.996
,0.969
,0.869
,0.747
,0.477
,0.379
,0.334
,0.341
,0.34
,0.349
,0.328
,0.453
,0.679
,0.728
,0.819
,0.925
,0.992
,0.997
,1.054
,1.015
,1.048
,1.013
,1.03
,1.021
,1.01
,0.986
,0.95
,0.762
,0.497
,0.405
,0.386
,0.362
,0.338
,0.364
,0.348
,0.405
,0.703
,0.697
,0.803
,0.939
,1.036
,1.083
,1.115
,1.1
,1.078
,1.05
,0.992
,0.983
,0.966
,0.918
,0.896
,0.715
,0.471
,0.387
,0.349
,0.341
,0.337
,0.337
,0.325
,0.398
,0.648
,0.67
,0.813
,0.894
,0.954
,1.04
,1.039
,1.07
,1.097
,1.066
,1.068
,1.032
,0.983
,0.989
,0.852
,0.679
,0.483
,0.386
,0.38
,0.362
,0.363
,0.329
,0.344
,0.443
,0.668
,0.701
,0.808
,0.895
,0.989
,1.047
,1.046
,1.016
,1.002
,0.993
,1.018
,0.988
,0.967
,0.969
,0.931
,0.694
,0.466
,0.369
,0.386
,0.393
,0.376
,0.363
,0.358
,0.452
,0.707
,0.689
,0.847
,0.91
,0.992
,1.028
,1.042
,1.028
,1.037
,0.996
,1.014
,1.006
,0.999
,0.956
,0.947
,0.77
,0.517
,0.411
,0.389
,0.355
,0.339
,0.328
,0.332
,0.366
,0.686
,0.728
,0.889
,0.925
,0.967
,1
,1.011
,1.032
,1.047
,1.031
,1.046
,1.073
,1.033
,1.009
,0.952
,0.749
,0.482
,0.4
,0.372
,0.356
,0.358
,0.366
,0.362
,0.452
,0.675
,0.692
,0.845
,0.956
,1.043
,1.049
,1.083
,1.125
,1.103
,1.034
,1.028
,1.025
,1.022
,0.989
,0.923
,0.719
,0.486
,0.4
,0.378
,0.363
,0.333
,0.316
,0.314
,0.391
,0.666
,0.687
,0.844
,0.91
,0.957
,1.022
,0.999
,1.083
,1.081
,1.051
,1.063
,1.076
,1.042
,1.034
,0.989
,0.771
,0.502
,0.4
,0.376
,0.361
,0.363
,0.355
,0.339
,0.416
,0.695
,0.734
,0.907
,0.948
,1.013
,1.04
,1.054
,1.051
,1.045
,1.061
,1.07
,1.028
,0.997
,0.979
,0.921
,0.732
,0.475
,0.401
,0.383
,0.374
,0.351
,0.326
,0.319
,0.385
,0.625
,0.725
,0.802
,0.918
,0.972
,1.031
,1.037
,1.054
,1.044
,1.024
,1.041
,1.003
,0.96
,0.956
,0.866
,0.665
,0.477
,0.398
,0.379
,0.379
,0.362
,0.329
,0.328
,0.399
,0.69
,0.707
,0.826
,0.88
,0.957
,1.021
,1.025
,1.016
,1
,0.969
,0.97
,0.994
,0.954
,0.932
,0.89
,0.704
,0.449
,0.357
,0.329
,0.333
,0.324
,0.3
,0.301
,0.429
,0.668
,0.714
,0.824
,0.868
,0.924
,0.967
,1.036
,0.992
,0.996
,0.989
,0.982
,0.968
,0.939
,0.94
,0.89
,0.698
,0.453
,0.371
,0.368
,0.359
,0.344
,0.347
,0.332
,0.39
,0.672
,0.682
,0.794
,0.82
,0.867
,0.908
,0.902
,0.903
,0.949
,0.892
,0.932
,0.955
,0.892
,0.887
,0.867
,0.694
,0.49
,0.413
,0.402
,0.383
,0.386
,0.369
,0.357
,0.435
,0.698
,0.735
,0.754
,0.786
,0.857
,0.893
,0.942
,0.958
,0.915
,0.947
,0.927
,0.901
,0.877
,0.893
,0.874
,0.72
,0.483
,0.413
,0.394
,0.384
,0.354
,0.342
,0.333
,0.429
,0.699
,0.727
,0.818
,0.857
,0.935
,0.971
,0.985
,0.991
,0.981
,0.978
,0.997
,0.975
,0.918
,0.901
,0.879
,0.772
,0.488
,0.408
,0.381
,0.368
,0.353
,0.359
,0.336
,0.41
,0.708
,0.745
,0.815
,0.854
,0.931
,0.982
,1.023
,1.007
,1.012
,0.968
,0.95
,0.962
,0.934
,0.901
,0.897
,0.697
,0.485
,0.425
,0.399
,0.375
,0.367
,0.374
,0.363
,0.417
,0.649
,0.741
,0.782
,0.879
,0.973
,0.974
,1.024
,1.011
,1.002
,1.009
,0.967
,0.952
,0.933
,0.911
,0.807
,0.673
,0.52
,0.416
,0.371
,0.374
,0.373
,0.412
,0.413
,0.477
,0.704
,0.735
,0.772
,0.827
,0.872
,0.886
,0.876
,0.878
,0.88
,0.86
,0.838
,0.818
,0.811
,0.794
,0.774
,0.674
,0.434
,0.362
,0.342
,0.337
,0.333
,0.324
,0.322
,0.381
,0.672
,0.704
,0.773
,0.812
,0.828
,0.818
,0.843
,0.803
,0.83
,0.783
,0.788
,0.759
,0.759
,0.818
,0.779
,0.614
,0.392
,0.316
,0.288
,0.275
,0.283
,0.274
,0.275
,0.328
,0.657
,0.664
,0.726
,0.772
,0.801
,0.838
,0.804
,0.768
,0.784
,0.813
,0.786
,0.775
,0.766
,0.725
,0.715
,0.65
,0.514
,0.455
,0.436
,0.421
,0.34
,0.323
,0.317
,0.356
,0.686
,0.656
,0.726
,0.75
,0.802
,0.819
,0.792
,0.773
,0.777
,0.822
,0.777
,0.765
,0.715
,0.711
,0.711
,0.638
,0.38
,0.32
,0.288
,0.278
,0.274
,0.263
,0.264
,0.343
,0.643
,0.672
,0.749
,0.782
,0.791
,0.825
,0.777
,0.778
,0.806
,0.832
,0.796
,0.776
,0.741
,0.739
,0.728
,0.645
,0.449
,0.323
,0.295
,0.277
,0.293
,0.299
,0.277
,0.373
,0.627
,0.65
,0.735
,0.792
,0.821
,0.868
,0.818
,0.817
,0.831
,0.808
,0.793
,0.784
,0.771
,0.744
,0.768
,0.616
,0.389
,0.329
,0.311
,0.285
,0.293
,0.279
,0.273
,0.359
,0.581
,0.665
,0.709
,0.765
,0.801
,0.778
,0.832
,0.812
,0.82
,0.797
,0.778
,0.744
,0.729
,0.72
,0.667
,0.537
,0.366
,0.305
,0.297
,0.283
,0.297
,0.286
,0.275
,0.327
,0.581
,0.681
,0.757
,0.752
,0.789
,0.843
,0.819
,0.803
,0.805
,0.8
,0.771
,0.744
,0.734
,0.727
,0.713
,0.603
,0.486
,0.401
,0.324
,0.328
,0.332
,0.329
,0.315
,0.364
,0.628
,0.661
,0.747
,0.784
,0.785
,0.77
,0.774
,0.761
,0.784
,0.727
,0.728
,0.746
,0.713
,0.691
,0.684
,0.563
,0.394
,0.323
,0.325
,0.335
,0.333
,0.352
,0.336
,0.4
,0.632
,0.655
,0.711
,0.723
,0.771
,0.817
,0.762
,0.752
,0.749
,0.737
,0.737
,0.719
,0.715
,0.716
,0.707
,0.593
,0.407
,0.356
,0.339
,0.347
,0.349
,0.345
,0.332
,0.397
,0.64
,0.663
,0.728
,0.759
,0.789
,0.829
,0.783
,0.777
,0.78
,0.756
,0.728
,0.722
,0.703
,0.699
,0.7
,0.586
,0.418
,0.359
,0.33
,0.33
,0.356
,0.344
,0.33
,0.414
,0.616
,0.655
,0.733
,0.763
,0.812
,0.799
,0.801
,0.79
,0.825
,0.834
,0.769
,0.754
,0.75
,0.766
,0.756
,0.604
,0.426
,0.361
,0.336
,0.334
,0.348
,0.33
,0.327
,0.326
,0.633
,0.703
,0.744
,0.788
,0.831
,0.81
,0.858
,0.822
,0.867
,0.886
,0.849
,0.851
,0.814
,0.809
,0.768
,0.653
,0.432
,0.345
,0.333
,0.327
,0.335
,0.324
,0.312
,0.38
,0.558
,0.69
,0.792
,0.809
,0.813
,0.819
,0.814
,0.817
,0.817
,0.864
,0.825
,0.785
,0.752
,0.726
,0.646
,0.561
,0.395
,0.302
,0.283
,0.285
,0.283
,0.294
,0.279
,0.369
,0.596
,0.655
,0.723
,0.751
,0.794
,0.788
,0.745
,0.73
,0.741
,0.76
,0.799
,0.798
,0.752
,0.738
,0.738
,0.603
,0.398
,0.316
,0.298
,0.293
,0.302
,0.303
,0.289
,0.349
,0.616
,0.67
,0.705
,0.746
,0.773
,0.787
,0.773
,0.756
,0.804
,0.733
,0.738
,0.741
,0.715
,0.737
,0.71
,0.58
,0.377
,0.293
,0.282
,0.267
,0.278
,0.278
,0.276
,0.32
,0.581
,0.644
,0.651
,0.766
,0.777
,0.79
,0.784
,0.749
,0.757
,0.748
,0.747
,0.751
,0.745
,0.729
,0.704
,0.593
,0.39
,0.327
,0.306
,0.283
,0.272
,0.27
,0.281
,0.315
,0.571
,0.659
,0.731
,0.769
,0.834
,0.849
,0.869
,0.81
,0.789
,0.771
,0.774
,0.752
,0.734
,0.773
,0.726
,0.581
,0.363
,0.297
,0.288
,0.267
,0.265
,0.264
,0.267
,0.348
,0.6
,0.636
,0.725
,0.801
,0.812
,0.821
,0.813
,0.785
,0.796
,0.798
,0.792
,0.796
,0.754
,0.76
,0.73
,0.586
,0.372
,0.299
,0.287
,0.279
,0.289
,0.272
,0.273
,0.365
,0.605
,0.678
,0.757
,0.804
,0.829
,0.84
,0.811
,0.801
,0.801
,0.793
,0.777
,0.786
,0.786
,0.795
,0.759
,0.592
,0.379
,0.307
,0.289
,0.282
,0.283
,0.28
,0.274
,0.371
,0.606
,0.671
,0.741
,0.788
,0.825
,0.815
,0.785
,0.782
,0.769
,0.749
,0.725
,0.728
,0.693
,0.727
,0.657
,0.525
,0.349
,0.292
,0.278
,0.273
,0.288
,0.289
,0.271
,0.337
,0.588
,0.661
,0.724
,0.753
,0.774
,0.804
,0.757
,0.748
,0.754
,0.732
,0.717
,0.722
,0.706
,0.742
,0.73
,0.601
,0.393
,0.341
,0.356
,0.344
,0.378
,0.399
,0.403
,0.497
,0.62
,0.65
,0.736
,0.762
,0.785
,0.794
,0.766
,0.78
,0.795
,0.789
,0.769
,0.774
,0.749
,0.761
,0.755
,0.585
,0.41
,0.35
,0.352
,0.358
,0.37
,0.357
,0.348
,0.485
,0.576
,0.603
,0.704
,0.727
,0.785
,0.831
,0.808
,0.776
,0.793
,0.766
,0.734
,0.739
,0.718
,0.752
,0.72
,0.58
,0.37
,0.298
,0.273
,0.268
,0.262
,0.257
,0.253
,0.323
,0.538
,0.619
,0.741
,0.76
,0.79
,0.786
,0.769
,0.753
,0.746
,0.749
,0.753
,0.731
,0.726
,0.743
,0.709
,0.63
,0.425
,0.265
,0.252
,0.257
,0.265
,0.26
,0.258
,0.333
,0.566
,0.635
,0.687
,0.761
,0.836
,0.861
,0.834
,0.785
,0.783
,0.769
,0.761
,0.785
,0.773
,0.77
,0.764
,0.645
,0.456
,0.377
,0.362
,0.359
,0.374
,0.368
,0.363
,0.358
,0.582
,0.67
,0.765
,0.826
,0.853
,0.878
,0.843
,0.822
,0.843
,0.82
,0.77
,0.728
,0.718
,0.717
,0.716
,0.631
,0.459
,0.366
,0.345
,0.345
,0.348
,0.281
,0.286
,0.356
,0.611
,0.682
,0.743
,0.776
,0.836
,0.823
,0.792
,0.846
,0.806
,0.756
,0.75
,0.749
,0.762
,0.751
,0.677
,0.527
,0.351
,0.288
,0.276
,0.273
,0.293
,0.284
,0.271
,0.333
,0.536
,0.64
,0.7
,0.779
,0.797
,0.808
,0.8
,0.783
,0.809
,0.789
,0.78
,0.789
,0.766
,0.782
,0.741
,0.588
,0.379
,0.32
,0.296
,0.298
,0.296
,0.305
,0.297
,0.38
,0.584
,0.616
,0.706
,0.798
,0.823
,0.814
,0.784
,0.796
,0.827
,0.807
,0.785
,0.781
,0.76
,0.78
,0.76
,0.598
,0.385
,0.321
,0.301
,0.299
,0.302
,0.304
,0.304
,0.387
,0.615
,0.634
,0.708
,0.788
,0.804
,0.869
,0.867
,0.851
,0.834
,0.807
,0.77
,0.754
,0.759
,0.732
,0.716
,0.629
,0.381
,0.316
,0.311
,0.31
,0.315
,0.317
,0.315
,0.391
,0.634
,0.7
,0.763
,0.835
,0.884
,0.909
,0.855
,0.842
,0.858
,0.834
,0.809
,0.788
,0.814
,0.772
,0.749
,0.584
,0.389
,0.321
,0.313
,0.31
,0.312
,0.313
,0.326
,0.392
,0.67
,0.72
,0.771
,0.811
,0.844
,0.869
,0.868
,0.84
,0.817
,0.805
,0.778
,0.797
,0.791
,0.797
,0.778
,0.6
,0.397
,0.33
,0.335
,0.338
,0.34
,0.339
,0.315
,0.389
,0.62
,0.708
,0.787
,0.857
,0.842
,0.866
,0.852
,0.864
,0.865
,0.83
,0.788
,0.792
,0.768
,0.777
,0.759
,0.59
,0.399
,0.322
,0.296
,0.305
,0.297
,0.287
,0.283
,0.377
,0.6
,0.676
,0.776
,0.846
,0.867
,0.839
,0.844
,0.828
,0.802
,0.757
,0.767
,0.747
,0.752
,0.76
,0.646
,0.529
,0.369
,0.311
,0.298
,0.298
,0.3
,0.29
,0.282
,0.367
,0.572
,0.659
,0.75
,0.762
,0.829
,0.84
,0.838
,0.819
,0.796
,0.778
,0.748
,0.742
,0.737
,0.78
,0.759
,0.576
,0.382
,0.309
,0.317
,0.319
,0.313
,0.306
,0.3
,0.368
,0.593
,0.643
,0.752
,0.785
,0.833
,0.856
,0.808
,0.814
,0.787
,0.744
,0.749
,0.76
,0.771
,0.778
,0.765
,0.56
,0.382
,0.31
,0.303
,0.302
,0.315
,0.315
,0.317
,0.369
,0.606
,0.679
,0.737
,0.749
,0.764
,0.78
,0.738
,0.775
,0.79
,0.775
,0.781
,0.785
,0.778
,0.774
,0.748
,0.601
,0.387
,0.33
,0.321
,0.338
,0.338
,0.326
,0.309
,0.356
,0.598
,0.684
,0.706
,0.776
,0.848
,0.85
,0.826
,0.799
,0.798
,0.768
,0.77
,0.765
,0.734
,0.757
,0.752
,0.591
,0.409
,0.345
,0.32
,0.326
,0.33
,0.303
,0.299
,0.372
,0.624
,0.702
,0.788
,0.804
,0.854
,0.868
,0.854
,0.829
,0.805
,0.808
,0.809
,0.788
,0.804
,0.795
,0.78
,0.604
,0.394
,0.335
,0.312
,0.314
,0.324
,0.308
,0.311
,0.364
,0.625
,0.683
,0.787
,0.806
,0.81
,0.84
,0.844
,0.832
,0.859
,0.819
,0.771
,0.769
,0.767
,0.77
,0.765
,0.583
,0.374
,0.3
,0.289
,0.287
,0.303
,0.611
,0.29
,0.344
,0.594
,0.687
,0.79
,0.836
,0.835
,0.81
,0.793
,0.853
,0.775
,0.771
,0.763
,0.773
,0.774
,0.787
,0.648
,0.531
,0.417
,0.334
,0.334
,0.313
,0.319
,0.312
,0.322
,0.361
,0.61
,0.717
,0.752
,0.798
,0.795
,0.768
,0.791
,0.781
,0.755
,0.755
,0.755
,0.769
,0.785
,0.767
,0.738
,0.58
,0.403
,0.357
,0.343
,0.358
,0.366
,0.339
,0.341
,0.474
,0.595
,0.636
,0.678
,0.746
,0.791
,0.792
,0.745
,0.727
,0.761
,0.777
,0.764
,0.736
,0.739
,0.761
,0.721
,0.571
,0.402
,0.322
,0.313
,0.311
,0.314
,0.317
,0.299
,0.374
,0.603
,0.653
,0.708
,0.749
,0.768
,0.772
,0.755
,0.774
,0.758
,0.767
,0.748
,0.755
,0.774
,0.765
,0.722
,0.575
,0.394
,0.315
,0.32
,0.319
,0.311
,0.344
,0.325
,0.402
,0.588
,0.667
,0.724
,0.816
,0.785
,0.806
,0.804
,0.762
,0.757
,0.768
,0.791
,0.798
,0.795
,0.789
,0.74
,0.573
,0.419
,0.357
,0.342
,0.335
,0.322
,0.33
,0.328
,0.399
,0.639
,0.685
,0.733
,0.817
,0.844
,0.829
,0.826
,0.838
,0.778
,0.761
,0.782
,0.786
,0.795
,0.805
,0.771
,0.61
,0.42
,0.34
,0.328
,0.321
,0.315
,0.324
,0.347
,0.392
,0.62
,0.653
,0.764
,0.868
,0.879
,0.9
,0.852
,0.871
,0.79
,0.805
,0.865
,0.794
,0.807
,0.796
,0.736
,0.561
,0.401
,0.312
,0.303
,0.294
,0.289
,0.281
,0.298
,0.344
,0.629
,0.69
,0.758
,0.844
,0.851
,0.815
,0.819
,0.838
,0.783
,0.784
,0.816
,0.798
,0.78
,0.716
,0.628
,0.53
,0.387
,0.312
,0.293
,0.291
,0.285
,0.279
,0.289
,0.311
,0.595
,0.661
,0.749
,0.793
,0.819
,0.795
,0.793
,0.806
,0.749
,0.752
,0.793
,0.777
,0.753
,0.747
,0.711
,0.567
,0.433
,0.379
,0.357
,0.36
,0.354
,0.368
,0.374
,0.455
,0.611
,0.632
,0.726
,0.777
,0.804
,0.896
,0.869
,0.854
,0.843
,0.835
,0.816
,0.851
,0.829
,0.819
,0.77
,0.567
,0.4
,0.348
,0.325
,0.319
,0.324
,0.323
,0.338
,0.361
,0.611
,0.662
,0.767
,0.823
,0.877
,0.861
,0.851
,0.841
,0.785
,0.778
,0.779
,0.818
,0.796
,0.789
,0.759
,0.616
,0.421
,0.346
,0.35
,0.338
,0.343
,0.35
,0.353
,0.404
,0.609
,0.657
,0.753
,0.794
,0.811
,0.794
,0.813
,0.805
,0.775
,0.788
,0.777
,0.793
,0.77
,0.774
,0.737
,0.577
,0.399
,0.324
,0.339
,0.313
,0.314
,0.31
,0.312
,0.347
,0.681
,0.668
,0.723
,0.808
,0.828
,0.851
,0.854
,0.847
,0.857
,0.848
,0.802
,0.81
,0.816
,0.782
,0.741
,0.573
,0.38
,0.302
,0.293
,0.29
,0.284
,0.28
,0.276
,0.337
,0.604
,0.694
,0.714
,0.788
,0.849
,0.862
,0.859
,0.829
,0.856
,0.844
,0.825
,0.831
,0.833
,0.83
,0.753
,0.56
,0.378
,0.305
,0.291
,0.308
,0.294
,0.294
,0.289
,0.334
,0.57
,0.645
,0.752
,0.775
,0.847
,0.838
,0.842
,0.838
,0.826
,0.813
,0.797
,0.776
,0.77
,0.707
,0.615
,0.538
,0.376
,0.304
,0.284
,0.29
,0.278
,0.265
,0.266
,0.351
,0.599
,0.664
,0.722
,0.758
,0.814
,0.829
,0.827
,0.832
,0.775
,0.77
,0.761
,0.775
,0.759
,0.773
,0.754
,0.571
,0.408
,0.365
,0.345
,0.353
,0.357
,0.338
,0.34
,0.415
,0.607
,0.643
,0.726
,0.835
,0.859
,0.839
,0.855
,0.836
,0.825
,0.8
,0.793
,0.801
,0.808
,0.815
,0.77
,0.584
,0.39
,0.31
,0.292
,0.295
,0.307
,0.286
,0.291
,0.389
,0.614
,0.664
,0.719
,0.817
,0.819
,0.84
,0.844
,0.838
,0.832
,0.808
,0.794
,0.801
,0.789
,0.764
,0.741
,0.575
,0.371
,0.292
,0.283
,0.285
,0.296
,0.301
,0.288
,0.353
,0.603
,0.648
,0.721
,0.823
,0.848
,0.822
,0.823
,0.812
,0.809
,0.815
,0.807
,0.854
,0.838
,0.779
,0.76
,0.591
,0.393
,0.301
,0.294
,0.292
,0.296
,0.311
,0.298
,0.361
,0.628
,0.793
,0.785
,0.836
,0.866
,0.841
,0.867
,0.858
,0.818
,0.813
,0.774
,0.79
,0.839
,0.79
,0.768
,0.621
,0.459
,0.372
,0.333
,0.339
,0.329
,0.333
,0.329
,0.384
,0.582
,0.67
,0.68
,0.708
,0.788
,0.894
,0.878
,0.908
,0.833
,0.823
,0.832
,0.886
,0.85
,0.796
,0.766
,0.604
,0.459
,0.371
,0.342
,0.34
,0.342
,0.34
,0.36
,0.447
,0.586
,0.676
,0.758
,0.849
,0.917
,0.869
,0.827
,0.876
,0.825
,0.821
,0.834
,0.808
,0.8
,0.72
,0.623
,0.545
,0.435
,0.359
,0.366
,0.375
,0.359
,0.345
,0.364
,0.409
,0.559
,0.638
,0.751
,0.798
,0.791
,0.785
,0.825
,0.798
,0.793
,0.826
,0.842
,0.836
,0.803
,0.786
,0.766
,0.629
,0.452
,0.366
,0.355
,0.355
,0.354
,0.341
,0.358
,0.413
,0.627
,0.628
,0.712
,0.833
,0.829
,0.835
,0.839
,0.828
,0.813
,0.8
,0.787
,0.814
,0.783
,0.779
,0.744
,0.581
,0.416
,0.359
,0.338
,0.341
,0.336
,0.331
,0.333
,0.397
,0.649
,0.673
,0.75
,0.781
,0.826
,0.811
,0.827
,0.816
,0.787
,0.76
,0.754
,0.802
,0.784
,0.759
,0.745
,0.598
,0.405
,0.337
,0.333
,0.338
,0.329
,0.322
,0.328
,0.371
,0.626
,0.678
,0.735
,0.812
,0.826
,0.818
,0.807
,0.786
,0.771
,0.794
,0.818
,0.817
,0.838
,0.795
,0.766
,0.595
,0.412
,0.359
,0.347
,0.34
,0.339
,0.327
,0.346
,0.436
,0.655
,0.655
,0.728
,0.829
,0.846
,0.849
,0.845
,0.852
,0.837
,0.834
,0.813
,0.843
,0.819
,0.764
,0.732
,0.597
,0.4
,0.334
,0.352
,0.366
,0.347
,0.33
,0.323
,0.354
,0.65
,0.682
,0.724
,0.77
,0.858
,0.828
,0.85
,0.864
,0.836
,0.835
,0.819
,0.825
,0.842
,0.822
,0.789
,0.616
,0.404
,0.312
,0.314
,0.305
,0.301
,0.297
,0.3
,0.368
,0.664
,0.663
,0.779
,0.837
,0.859
,0.83
,0.848
,0.863
,0.815
,0.846
,0.848
,0.872
,0.88
,0.731
,0.634
,0.578
,0.399
,0.307
,0.306
,0.313
,0.302
,0.299
,0.303
,0.374
,0.619
,0.693
,0.749
,0.812
,0.827
,0.804
,0.835
,0.841
,0.817
,0.801
,0.786
,0.774
,0.768
,0.782
,0.744
,0.631
,0.422
,0.348
,0.34
,0.361
,0.343
,0.341
,0.384
,0.455
,0.591
,0.609
,0.714
,0.81
,0.847
,0.843
,0.812
,0.804
,0.783
,0.78
,0.768
,0.758
,0.762
,0.752
,0.781
,0.594
,0.431
,0.353
,0.365
,0.342
,0.354
,0.348
,0.351
,0.411
,0.597
,0.669
,0.771
,0.854
,0.881
,0.903
,0.889
,0.926
,0.903
,0.892
,0.881
,0.876
,0.857
,0.879
,0.775
,0.584
,0.38
,0.299
,0.308927134
,0.284358216
,0.317212325
,0.318550822
,0.323099122
,0.370989504
,0.798170769
,0.864977194
,0.942306017
,0.952263412
,0.939005509
,0.960919761
,1.034403199
,1.084723359
,1.051224647
,1.111613096
,1.147948831
,1.098115651
,1.074465703
,1.021138827
,0.838319452
,0.64268847
,0.382667452
,0.232423585
,0.197673671
,0.174327212
,0.213409977
,0.235578241
,0.278501466
,0.422014115
,0.698155175
,0.738894557
,0.858169166
,0.919704105
,0.862558644
,0.949902345
,0.994568025
,0.996341236
,0.973914232
,1.001208488
,0.983003294
,1.036877538
,1.062204705
,0.971488971
,0.935149371
,0.629424742
,0.40064745
,0.299733834
,0.274070438
,0.247527522
,0.253506061
,0.282785393
,0.310463193
,0.382570412
,0.692897312
,0.733885637
,0.869648431
,0.972831941
,1.057947493
,1.03480753
,1.069291992
,1.124497052
,1.031020226
,1.078467003
,1.003875953
,1.018411816
,0.964668213
,0.947789528
,0.852562808
,0.608994719
,0.451004339
,0.38411866
,0.398923065
,0.399598498
,0.372699654
,0.349422628
,0.377136063
,0.410054829
